gen,cap_mw,fuel,match,cp2,cp1,cp0
138,9.87,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
139,9.87,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
140,9.87,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
141,9.87,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
142,9.87,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
143,9.87,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
144,9.87,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
145,456.5,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
146,456.5,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
147,456.5,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
148,456.5,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
149,456.5,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
150,456.5,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
151,456.5,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
152,456.5,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
153,92.8,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
154,92.8,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
155,92.8,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
156,158.7,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
157,472.9,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
158,472.9,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
159,537.1,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
160,537.1,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
161,92.8,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
162,92.8,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
163,92.8,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
164,158.7,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
165,92.8,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
166,92.8,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
167,92.8,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
168,158.7,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
169,92.8,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
170,92.8,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
171,92.8,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
172,158.7,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
173,92.8,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
174,92.8,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
175,92.8,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
176,158.7,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
177,752.0,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
178,752.0,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
179,483.0,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
180,536.0,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
181,94.2,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
182,94.2,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
183,109.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
184,94.2,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
185,94.2,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
186,109.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
187,86.5,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
188,86.5,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
189,100.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
190,248.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
191,97.2,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
192,100.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
193,140.0,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
194,140.0,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
195,161.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
196,140.0,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
