bus_i,name,base_kv,ide,area,zone,vm,va
2301,彰濱H1,161.0,1,2,16,1.00926,-1.8169
2303,彰濱D1,23.9,1,2,16,1.0029,-0.6218
2306,彰濱ET1,33.0,1,2,16,1.01489,-1.9508
2307,彰濱ET2,33.0,1,2,16,1.01435,-1.9367
2311,彰濱H2,161.0,1,2,16,0.99354,6.0888
2316,彰濱ET3,33.0,1,2,16,0.99654,3.0977
2317,彰濱ET4,33.0,1,2,16,0.99265,7.2858
2320,彰林E,345.0,1,2,18,0.99877,-7.3608
2321,彰林H1,161.0,1,2,18,1.00858,-7.9623
2322,彰林L1,69.0,2,2,18,1.00373,-9.9849
2323,彰林D1,23.9,1,2,18,0.99621,-8.8532
2325,彰林ET1,33.0,1,2,18,0.94982,-7.9274
2326,彰林ET2,33.0,1,2,18,1.00839,-8.0204
2327,彰林ET3,33.0,1,2,18,0.94911,-7.9676
2328,彰林MT2,11.0,1,2,18,1.0038,-10.1603
2329,彰林MT3,11.0,1,2,18,1.00382,-10.1542
2331,彰林H2,161.0,1,2,18,1.00858,-7.9623
2332,彰林L2,69.0,2,2,18,1.00373,-9.9849
2333,彰林D2,23.9,1,2,18,1.00727,-10.253
2337,彰林ET4,33.0,1,2,18,1.00844,-8.0101
2338,彰林ET5,33.0,4,2,18,1.0,0.0
2339,彰林MT1,11.0,1,2,18,1.00382,-10.1645
2350,全興E,345.0,1,2,17,1.00263,-2.2817
2351,全興H,161.0,1,2,17,0.99907,-3.4287
2353,全興D,23.9,1,2,17,0.9956,-5.6037
2357,全興ET2,33.0,1,2,17,1.00109,-3.6583
2358,全興ET3,33.0,1,2,17,1.00146,-3.6843
2359,全興ET4,33.0,1,2,17,1.00107,-3.6546
2370,彰工E,345.0,1,2,16,1.0051,-0.9363
2371,彰工H,161.0,1,2,16,1.00556,-0.5518
2375,彰工ET1,33.0,1,2,16,1.00562,-0.5143
2376,彰工ET2,33.0,1,2,16,1.00552,-0.535
2377,彰工ET3,33.0,1,2,16,1.00553,-0.5141
2378,彰工ET4,33.0,1,2,16,1.00554,-0.543
2379,彰工ET5,33.0,1,2,16,1.00552,-0.533
2400,南投E,345.0,1,2,18,0.99945,-7.1435
2401,南投H,161.0,1,2,18,0.99732,-9.8024
2402,南投L,69.0,2,2,18,1.00349,-12.1392
2407,南投ET1,33.0,1,2,18,0.99761,-10.3779
2408,南投ET2,33.0,1,2,18,0.99761,-10.374
2409,南投ET3,33.0,1,2,18,0.99761,-10.3779
2416,南投MT5,11.0,1,2,18,1.00357,-12.3355
2417,南投MT6,11.0,1,2,18,1.00355,-12.3098
2418,南投MT7,11.0,1,2,18,1.00348,-12.3194
2419,南投MT8,11.0,1,2,18,1.00439,-12.3007
2480,中寮北E,345.0,1,2,19,1.00437,-8.5043
2490,中寮南E,345.0,1,2,19,1.00023,-8.1489
2500,嘉民E,345.0,1,3,20,1.01563,-7.3321
2501,嘉民北H,161.0,1,3,40,0.99934,-7.7909
2503,嘉民北D,23.9,1,3,40,0.99934,-7.7909
2506,嘉民北ET1,33.0,1,3,40,0.93963,-7.6584
2507,嘉民北ET2,33.0,1,3,40,0.99834,-7.7314
2508,嘉民北ET3,33.0,1,3,40,0.99823,-7.7253
2509,嘉民北ET8,33.0,1,3,40,1.00136,-7.891
2511,嘉民南H,161.0,1,3,41,1.00245,0.6084
2517,嘉民南ET4,33.0,1,3,41,0.99884,-0.4076
2518,嘉民南ET5,33.0,1,3,41,0.99877,-0.5186
2519,嘉民南ET6,33.0,1,3,41,0.99884,-0.3885
2600,南科E,345.0,1,3,21,1.0039,-10.4062
2601,南科東H,161.0,1,3,21,1.00599,-11.7159
2603,南科東D,23.9,1,3,21,0.99867,-13.9895
2606,南科東ET7,33.0,1,3,21,1.00611,-11.7335
2607,南科東ET4,33.0,1,3,21,1.00458,-11.916
2608,南科東ET5,33.0,1,3,21,1.01661,-10.4062
2609,南科東ET6,33.0,1,3,21,1.00485,-11.9098
2611,南科西H,161.0,1,3,21,1.00599,-11.7159
2613,南科西D,23.9,1,3,21,1.00252,-15.4706
2617,南科西ET1,33.0,1,3,21,1.00486,-11.908
2618,南科西ET2,33.0,1,3,21,1.00489,-11.9023
2619,南科西ET3,33.0,1,3,21,1.00494,-11.899
2621,南科南H,161.0,1,3,21,1.00759,-12.2861
2626,南科 E.T8,33.0,1,3,21,1.00686,-12.5468
2627,南科 E.T9,33.0,1,3,21,1.00686,-12.5468
2628,南科 E.T10,33.0,1,3,21,1.00688,-12.5487
2629,南科南ET11,33.0,1,3,21,1.00686,-12.5468
2650,龍崎北E,345.0,1,3,22,1.01468,-8.8043
2651,龍崎北H,161.0,1,3,22,1.00918,-10.6945
2656,龍崎北ET1,33.0,1,3,22,1.01019,-10.8894
2657,龍崎北ET2,33.0,1,3,22,1.01021,-10.8899
2658,龍崎北ET5,33.0,1,3,22,1.00842,-10.4437
2659,龍崎北ET7,33.0,1,3,22,1.00848,-10.4513
2660,龍崎南E,345.0,1,3,23,1.00545,-9.5823
2661,龍崎南H,161.0,1,3,23,1.00827,-10.3052
2667,龍崎南ET4,33.0,1,3,23,0.95475,-10.7658
2668,龍崎南ET3,33.0,1,3,23,1.00633,-10.4695
2669,龍崎南ET6,33.0,1,3,23,1.00624,-10.4688
2670,路北西E,345.0,1,3,24,1.00988,-7.2043
2671,路北H1,161.0,1,3,24,1.0034,-10.3545
2672,路北L1,69.0,2,3,24,1.01238,-11.4365
2673,路北D1,23.9,1,3,24,1.00907,-10.3628
2676,路北ET3,33.0,1,3,24,0.94375,-10.3106
2677,路北MT1,11.0,1,3,24,1.01229,-11.5221
2678,路北MT2,11.0,1,3,24,1.0123,-11.5273
2679,路北MT3,11.0,1,3,24,1.0123,-11.5342
2680,路北東E,345.0,1,3,24,1.00988,-7.2043
2681,路北H2,161.0,1,3,24,1.0034,-10.3545
2683,路北D2,23.9,1,3,24,1.00747,-12.0096
2686,路北ET4,33.0,1,3,24,1.00201,-10.6362
2687,路北ET5,33.0,1,3,24,1.00209,-10.6203
2690,興益E,345.0,1,3,24,1.01657,-6.6057
2691,興益H,161.0,1,3,24,1.01657,-6.6057
2692,興益L,69.0,1,3,24,1.01657,-6.6057
2696,興益ET1,33.0,1,3,24,1.01657,-6.6057
2697,興益MT1,11.0,1,3,24,1.01657,-6.6057
2750,仁武E,345.0,1,3,25,1.00442,-11.3677
2751,仁武H1,161.0,1,3,25,1.00802,-16.5392
2753,仁武D1,23.9,1,3,25,0.99765,-17.5806
2756,仁武ET2,33.0,1,3,25,0.94873,-16.5477
2757,仁武ET3,33.0,1,3,25,0.94856,-16.5472
2761,仁武H2,161.0,1,3,25,1.00802,-16.5392
2763,仁武D2,23.9,1,3,25,1.00809,-17.461
2766,仁武ET5,33.0,1,3,25,1.00925,-16.9982
2767,仁武ET6,33.0,1,3,25,1.00925,-16.9988
2800,高雄E,345.0,1,3,31,1.00682,-11.2294
2801,高雄H1,161.0,1,3,31,1.00267,-17.1099
2802,高雄L1,69.0,2,3,31,1.00357,-18.8363
2803,高雄D1,23.9,1,3,31,1.00068,-20.9482
2807,高雄ET2,33.0,1,3,31,1.00475,-17.5098
2808,高雄MT1,11.0,1,3,31,1.004,-18.9526
2809,高雄MT2,11.0,1,3,31,1.004,-18.9614
2811,高雄H2,161.0,1,3,31,1.00267,-17.1099
2812,高雄L2,69.0,2,3,31,1.00357,-18.8363
2813,高雄D2,23.9,1,3,31,1.00521,-21.0979
2816,高雄ET3,33.0,1,3,31,1.00484,-17.4951
2818,高雄MT3,11.0,1,3,31,1.00394,-18.9396
2850,五甲E,345.0,1,3,32,1.00668,-11.1386
2851,五甲H1,161.0,1,3,32,1.01043,-11.3682
2853,五甲D1,23.9,1,3,32,0.9978,-11.3682
2857,五甲T3,33.0,1,3,32,1.0132,-11.3982
2861,五甲H2,161.0,1,3,32,1.01043,-11.3682
2862,五甲L2,69.0,2,3,32,1.00247,-12.4237
2863,五甲D2,23.9,1,3,32,0.9978,-11.3682
2864,五甲T4,33.0,1,3,32,1.01325,-11.3993
2865,五甲MT1,11.0,1,3,32,1.00286,-12.4744
2866,五甲MT2,11.0,1,3,32,1.00296,-12.4975
2867,五甲MT3,11.0,1,3,32,1.00303,-12.4944
2868,五甲MT5,11.0,1,3,32,1.00195,-12.5275
2869,五甲MT6,11.0,1,3,32,1.00199,-12.5228
2870,高港北E,345.0,1,3,33,1.00591,-11.0178
2871,高港北H1,161.0,1,3,33,1.01042,-11.3441
2872,高港北L,69.0,4,3,33,1.0,0.0
2876,高港北MT1,11.0,4,3,33,1.0,0.0
2877,高港北MT2,11.0,4,3,33,1.0,0.0
2878,高港北ET7,33.0,1,3,33,1.0356,-13.0211
2879,高港北ET8,33.0,1,3,33,1.01055,-11.3477
2881,高港北H2,161.0,1,3,33,1.01042,-11.3441
2900,高港E,345.0,1,3,33,1.00591,-11.0178
2901,高港甲H,161.0,1,3,33,1.00528,-12.7054
2902,高港甲L,69.0,2,3,33,1.00516,-13.5352
2905,高港甲ET1,33.0,1,3,33,0.97825,-13.0386
2906,高港甲ET2,33.0,1,3,33,1.00577,-13.0733
2907,高港甲MT5,11.0,1,3,33,1.00532,-13.6126
2908,高港甲MT6,11.0,1,3,33,1.00545,-13.5829
2909,高港甲MT7,11.0,1,3,33,1.00533,-13.6082
2911,高港乙H,161.0,1,3,33,1.01023,-11.3369
2918,高港乙ET3,33.0,1,3,33,1.01338,-11.5571
2919,高港乙ET4,33.0,1,3,33,0.98323,-11.3841
2920,新高港E,345.0,1,3,33,1.00591,-11.0178
2921,高港丙H,161.0,1,3,33,1.00799,-13.484
2923,高港丙D,23.9,1,3,33,1.00011,-18.5206
2928,高港丙ET5,33.0,1,3,33,1.00329,-14.069
2929,高港丙ET6,33.0,1,3,33,1.00312,-14.0864
2930,瀰力E,345.0,1,3,35,1.01731,-9.1545
2931,瀰力H1,161.0,1,3,35,1.00705,-10.6171
2932,瀰力L1,69.0,2,3,35,1.00588,-10.647
2933,瀰力D1,23.9,1,3,35,1.00513,-13.1431
2936,瀰力ET2,33.0,1,3,35,0.95808,-10.8019
2937,瀰力MT1,11.0,1,3,35,1.00583,-10.6497
2938,瀰力MT2,11.0,1,3,35,1.00583,-10.6496
2941,瀰力H2,161.0,1,3,35,1.00705,-10.6171
2943,瀰力D2,23.9,1,3,35,1.00834,-11.1206
2946,瀰力ET3,33.0,1,3,35,0.95778,-10.8121
2950,大鵬E,345.0,1,3,36,1.01132,-10.4091
2951,大鵬H1,161.0,1,3,36,1.0052,-10.277
2952,大鵬L1,69.0,2,3,36,1.00378,-8.6102
2953,大鵬D1,23.9,1,3,36,1.00695,-15.491
2954,大鵬ET1,33.0,1,3,36,0.94845,-10.1946
2955,大鵬ET2,33.0,1,3,36,0.94875,-10.195
2956,大鵬ET3,33.0,1,3,36,0.94875,-10.1954
2957,大鵬ET4,33.0,1,3,36,0.94879,-10.1947
2958,大鵬MT1,11.0,1,3,36,1.00341,-8.4694
2959,大鵬MT2,11.0,1,3,36,1.00342,-8.443
2961,大鵬H2,161.0,1,3,36,1.0052,-10.277
3000,鳳林E,345.0,1,4,37,1.00892,-9.5814
3001,鳳林H,161.0,1,4,37,1.00191,-11.2144
3002,鳳林L,69.0,2,4,37,0.99854,-9.6477
3003,鳳林D,23.9,1,4,37,0.99502,-11.5837
3007,鳳林ET1,33.0,1,4,37,1.00411,-11.687
3008,鳳林ET2,33.0,1,4,37,1.0038,-11.6081
3009,鳳林MT1,11.0,1,4,37,0.99809,-9.5309
3066,彰林ET3 SW.,161.0,1,2,18,1.00858,-7.9623
3068,霧峰#1,345.0,1,2,12,1.00126,-11.1937
3069,霧峰#2,345.0,1,2,12,1.00136,-11.2064
3070,霧峰#3,345.0,1,2,12,0.99749,-11.2065
3071,霧峰#4,345.0,1,2,12,0.99754,-11.1892
3075,嘉民ET3 SW.,161.0,1,3,20,0.99934,-7.7909
3080,高港#A,345.0,1,3,33,1.00591,-11.0178
3081,高港#B,345.0,1,3,33,1.00591,-11.0178
3101,羅東H,161.0,1,1,1,1.01407,-32.3919
3102,羅東L,69.0,2,1,1,0.99629,-35.0994
3106,羅東MT1,11.0,1,1,1,0.99651,-35.3217
3107,羅東MT2,11.0,1,1,1,0.99625,-35.4408
3109,羅東MT4,11.0,1,1,1,0.99627,-35.4462
3121,松山H,161.0,1,1,2,1.00684,-38.2145
3122,松山L,69.0,2,1,2,1.00202,-40.7379
3127,松山MT1,11.0,1,1,2,1.00217,-40.9329
3128,松山MT2,11.0,1,1,2,1.00218,-40.9691
3131,南港H,161.0,1,1,2,1.00654,-37.6221
3132,南港L,69.0,2,1,2,0.99769,-39.6774
3133,南港D,23.9,1,1,2,0.99682,-43.5096
3137,南港MT1,11.0,1,1,2,0.99731,-39.8934
3138,南港MT2,11.0,1,1,2,0.99747,-39.8553
3139,南港MT3,11.0,1,1,2,0.9974,-39.8749
3141,八堵H,161.0,1,1,2,1.00672,-38.7522
3142,八堵L,69.0,2,1,2,0.99996,-42.734
3143,八堵D,23.9,1,1,2,0.99069,-41.7814
3147,八堵MT1,11.0,1,1,2,1.00144,-43.0332
3148,八堵MT2,11.0,1,1,2,1.00121,-43.0165
3149,八堵MT3,11.0,1,1,2,1.0014,-43.0329
3161,陽明H,161.0,1,1,3,1.00499,-38.0841
3162,陽明L,69.0,2,1,3,0.99914,-41.4585
3167,陽明MT1,11.0,1,1,3,0.9993,-41.757
3168,陽明MT2,11.0,1,1,3,0.99946,-41.7582
3169,陽明MT3,11.0,1,1,3,0.99936,-41.8096
3181,板橋H1,161.0,1,1,5,0.99641,-36.5156
3182,板橋L1,69.0,2,1,5,1.00071,-39.6346
3183,板橋D1,23.9,1,1,5,0.99805,-43.3607
3187,板橋MT1,11.0,1,1,5,1.00292,-39.8931
3188,板橋MT2,11.0,1,1,5,1.00324,-39.8753
3191,板橋H2,161.0,1,1,5,0.99641,-36.5156
3193,板橋D2,23.9,1,1,5,0.99496,-42.4002
3211,萬隆H,161.0,1,1,4,0.99692,-35.2044
3212,萬隆L,69.0,1,1,4,0.99002,-37.2494
3213,萬隆D,23.9,1,1,4,0.99692,-5.2044
3215,萬隆MT1,11.0,1,1,4,0.99007,-37.3987
3216,萬隆MT2,11.0,1,1,4,0.99007,-37.3987
3221,台北H,161.0,1,1,4,0.99694,-35.2125
3222,台北L,69.0,2,1,4,0.99421,-38.2267
3223,台北D,23.9,1,1,4,0.99648,-39.3934
3227,台北MT1,11.0,1,1,4,0.99579,-38.4828
3228,台北MT2,11.0,1,1,4,0.99572,-38.4933
3229,台北MT3,11.0,1,1,4,0.99574,-38.4869
3231,大同H,161.0,1,1,6,0.99312,-36.2422
3232,大同L,69.0,2,1,6,0.99895,-39.4342
3238,大同MT1,11.0,1,1,6,0.9992,-39.7121
3239,大同MT2,11.0,1,1,6,0.99921,-39.6985
3241,蘆洲H,161.0,1,1,6,0.99401,-36.0111
3242,蘆洲L,69.0,2,1,6,1.0064,-38.8538
3243,蘆洲D,23.9,1,1,6,1.00654,-40.3472
3247,蘆洲MT1,11.0,1,1,6,1.00719,-39.0793
3248,蘆洲MT2,11.0,1,1,6,1.00705,-39.054
3249,蘆洲MT3,11.0,1,1,6,1.00707,-39.0982
3281,東林H,161.0,1,1,6,0.99874,-34.1067
3282,東林L,69.0,2,1,6,1.00267,-35.7437
3283,東林D,23.9,1,1,6,0.99926,-36.8277
3287,東林MT3,11.0,1,1,6,1.0034,-35.8855
3288,東林MT2,11.0,1,1,6,1.00341,-35.8801
3289,東林MT1,11.0,1,1,6,1.00342,-35.8852
3291,蘆竹H,161.0,1,1,6,1.00661,-32.0227
3292,蘆竹L,69.0,2,1,6,0.99591,-33.8856
3293,蘆竹D,23.9,1,1,6,1.00625,-36.8472
3298,蘆竹MT1,11.0,1,1,6,0.99655,-34.0618
3299,蘆竹MT2,11.0,1,1,6,0.99647,-34.0294
3301,樹德H,161.0,1,1,6,0.99802,-36.1777
3302,樹德L,69.0,2,1,6,0.99645,-39.4162
3303,樹德D,23.9,1,1,6,0.99616,-43.1276
3307,樹德MT1,11.0,1,1,6,0.99696,-39.6673
3308,樹德MT2,11.0,1,1,6,0.99717,-39.7024
3309,樹德MT5,11.0,1,1,6,0.99717,-39.6967
3321,中壢H1,161.0,1,1,7,1.00096,-34.4331
3322,中壢L1,69.0,2,1,7,0.9972,-37.2292
3323,中壢D1,23.9,1,1,7,0.99648,-38.598
3326,中壢MT1,11.0,1,1,7,0.99748,-37.4688
3327,中壢MT3,11.0,1,1,7,0.99745,-37.481
3328,中壢MT2,11.0,1,1,7,0.99748,-37.4688
3329,中壢MT4,11.0,1,1,7,0.99754,-37.4399
3331,中壢H2,161.0,1,1,7,1.00677,-33.3028
3341,觀音H,161.0,1,1,8,1.00385,-26.2428
3342,觀音#1L,69.0,2,1,8,0.99499,-29.0128
3348,觀音MT1,11.0,1,1,8,0.99497,-29.2756
3349,觀音MT3,11.0,1,1,8,0.99483,-29.2849
3352,觀音#2L,69.0,2,1,8,0.99499,-29.0128
3358,觀音MT2,11.0,1,1,8,0.99321,-29.3651
3359,觀音MT4,11.0,1,1,8,1.01568,-26.2428
3361,松樹H,161.0,1,1,7,0.99902,-34.2378
3362,松樹#1L,69.0,2,1,7,1.00519,-37.0599
3363,松樹D,23.9,1,1,7,0.99745,-38.7698
3364,松樹#2L,69.0,2,1,7,1.00519,-37.0599
3365,松樹MT3,11.0,1,1,7,1.00528,-37.3328
3366,松樹MT2,11.0,1,1,7,1.00528,-37.3192
3367,松樹MT4,11.0,1,1,7,1.00544,-37.3172
3368,松樹MT1,11.0,1,1,7,1.00553,-37.3243
3371,梅湖H,161.0,1,1,8,1.00072,-26.3578
3372,梅湖#1L,69.0,2,1,8,0.99666,-29.6567
3374,梅湖#2L,69.0,2,1,8,0.99052,-30.2339
3376,梅湖MT1,11.0,1,1,8,0.9953,-30.1203
3377,梅湖MT2,11.0,1,1,8,0.99599,-29.96
3378,梅湖MT3,11.0,1,1,8,0.99053,-30.6123
3379,梅湖MT4,11.0,1,1,8,0.99026,-30.7226
3391,新竹H1,161.0,1,1,8,0.99905,-27.2744
3392,新竹#1L,69.0,2,1,8,0.998,-28.1361
3393,新竹D1,23.9,1,1,8,0.99058,-31.3217
3394,新竹#2L,69.0,2,1,8,0.99724,-31.5454
3396,新竹MT1,11.0,1,1,8,0.99813,-28.2122
3397,新竹MT2,11.0,1,1,8,0.9981,-28.2205
3398,新竹MT3,11.0,1,1,8,0.99724,-31.9322
3399,新竹MT4,11.0,1,1,8,0.99703,-31.9736
3401,新竹H2,161.0,1,2,9,1.01433,-29.3946
3411,苗栗H,161.0,1,2,10,1.00674,-21.8924
3412,苗栗L,69.0,2,2,10,0.99956,-22.7979
3413,苗栗D,23.9,1,2,10,1.00533,-23.7593
3416,苗栗MT1,11.0,1,2,10,1.00008,-22.859
3417,苗栗MT2,11.0,1,2,10,1.00028,-22.8832
3421,南湖H1,161.0,1,2,10,1.0095,-24.429
3422,南湖L,69.0,2,2,10,0.99699,-25.6514
3426,南湖MT1,11.0,1,2,10,0.99722,-25.7767
3427,南湖MT2,11.0,1,2,10,0.99717,-25.7001
3428,南湖MT3,11.0,4,2,10,1.0,0.0
3429,南湖MT4,11.0,1,2,10,0.99721,-25.7484
3431,南湖H2,161.0,1,2,10,1.0095,-24.429
3441,龍秀H,161.0,1,2,9,1.01327,-29.5156
3442,龍秀L,69.0,2,2,9,1.00566,-32.2729
3443,龍秀D,23.9,1,2,9,0.99873,-32.3906
3446,龍秀MT1,11.0,1,2,9,1.00462,-32.5151
3447,龍秀MT2,11.0,1,2,9,1.00433,-32.5496
3448,龍秀MT3,11.0,1,2,9,1.00459,-32.5347
3451,翁子H,161.0,1,2,11,1.00754,-20.7919
3452,翁子L,69.0,2,2,11,0.99484,-21.9137
3453,翁子D,23.9,1,2,11,0.9928,-23.7314
3458,翁子MT1,11.0,1,2,11,0.99499,-22.0106
3459,翁子MT2,11.0,1,2,11,0.99505,-22.0157
3461,銅中H,161.0,1,2,10,1.01124,-19.9
3462,銅中L,69.0,2,2,10,0.99949,-20.5259
3466,銅中MT1,11.0,1,2,10,0.99964,-20.5712
3467,銅中MT2,11.0,1,2,10,0.99964,-20.5698
3471,頭份H,161.0,1,2,10,1.01174,-24.8638
3472,頭份L,69.0,2,2,10,0.99708,-25.7615
3477,頭份MT2,11.0,1,2,10,0.99711,-25.8326
3478,頭份MT3,11.0,1,2,10,0.99705,-25.8441
3481,埔里H,161.0,1,2,12,1.00696,-14.5204
3482,埔里L,69.0,2,2,12,0.99497,-14.7457
3483,埔里D,23.9,1,2,12,1.00437,-17.0095
3488,埔里MT2,11.0,1,2,12,0.99504,-14.7614
3489,埔里MT3,11.0,1,2,12,0.99502,-14.7594
3521,中市H,161.0,1,2,13,0.99829,-22.952
3522,中市L,69.0,2,2,13,0.99907,-24.4477
3523,中市D,23.9,1,2,13,0.99941,-27.9072
3527,中市MT1,11.0,1,2,13,0.99941,-24.5506
3528,中市MT4,11.0,1,2,13,0.99952,-24.5773
3529,中市MT5,11.0,1,2,13,0.99946,-24.5588
3531,中清H,161.0,1,2,13,0.99439,-23.6292
3532,中清L,69.0,2,2,13,1.00278,-25.9379
3536,中清MT1,11.0,1,2,13,1.00302,-26.1834
3537,中清MT2,11.0,1,2,13,1.00301,-26.2031
3538,中清MT3,11.0,1,2,13,1.00301,-26.1039
3551,彰化H,161.0,1,2,17,1.00715,-4.0195
3552,彰化L,69.0,2,2,17,1.00105,-6.8911
3553,彰化D,23.9,1,2,17,1.00628,-7.155
3556,彰化MT1,11.0,1,2,17,1.00114,-7.1542
3557,彰化MT2,11.0,1,2,17,1.00124,-7.1599
3558,彰化MT3,11.0,1,2,17,1.00152,-7.095
3559,彰化MT4,11.0,1,2,17,1.00127,-7.1477
3661,雲林H,161.0,1,3,40,1.00486,-9.3528
3662,雲林L,69.0,2,3,40,0.99955,-11.02
3663,雲林D,23.9,1,3,40,1.00064,-13.8513
3667,雲林MT1,11.0,1,3,40,0.99939,-11.1919
3668,雲林MT2,11.0,1,3,40,0.99952,-11.1782
3669,雲林MT3,11.0,1,3,40,0.99947,-11.1757
3671,嘉義H,161.0,1,3,41,1.00649,0.5232
3672,嘉義L,69.0,2,3,41,0.99388,-1.1878
3673,嘉義D,23.9,1,3,41,1.00011,-3.0964
3677,嘉義MT1,11.0,1,3,41,0.9942,-1.3226
3678,嘉義MT2,11.0,1,3,41,0.99425,-1.3623
3679,嘉義MT3,11.0,1,3,41,0.99427,-1.3415
3681,新營H,161.0,1,3,41,1.00496,1.8523
3682,新營L,69.0,2,3,41,0.99288,4.5475
3683,新營D,23.9,1,3,41,1.00233,-2.7583
3686,新營MT1,11.0,1,3,41,0.99144,4.7687
3687,新營MT2,11.0,1,3,41,0.9917,4.7137
3688,新營MT3,11.0,1,3,41,0.99131,4.7336
3689,新營MT4,11.0,1,3,41,0.99137,4.7909
3691,澎湖H,161.0,1,3,26,1.01785,-4.9453
3692,澎湖L,69.0,1,3,26,0.99748,-4.8104
3694,馬公L,69.0,1,3,26,0.99351,-5.4285
3695,馬公D,11.4,1,3,26,1.0412,-5.4285
3696,澎湖MT1,11.0,1,3,26,0.99778,-4.7956
3697,澎湖MT2,11.0,1,3,26,0.9978,-4.7968
3701,北港H,161.0,1,3,40,1.0075,-5.5142
3702,北港L,69.0,2,3,40,0.99729,-3.0959
3707,北港MT2,11.0,1,3,40,0.99575,-2.891
3708,北港MT3,11.0,1,3,40,0.99611,-2.9084
3709,北港MT4,11.0,1,3,40,0.99603,-2.8877
3711,山上H2,161.0,1,3,21,1.00281,-10.0416
3721,山上H1,161.0,1,3,22,1.01558,-9.5957
3722,山上L,69.0,2,3,22,0.99887,-11.8332
3723,山上D,23.9,1,3,22,1.00944,-11.3723
3727,山上MT1,11.0,1,3,22,0.99898,-12.0542
3728,山上MT2,11.0,1,3,22,0.99896,-12.0195
3729,山上MT3,11.0,1,3,22,0.99895,-12.0243
3731,安南H,161.0,1,3,22,1.0117,-10.7794
3732,安南L,69.0,2,3,22,1.00911,-12.4649
3733,安南D,23.9,1,3,22,1.00553,-15.206
3738,安南MT1,11.0,1,3,22,1.00927,-12.6056
3739,安南MT2,11.0,1,3,22,1.00927,-12.6164
3761,台南H,161.0,1,3,22,1.0038,-12.8872
3762,台南L,69.0,2,3,22,1.00658,-16.296
3763,台南D,23.9,1,3,22,1.00065,-16.5688
3767,台南MT1,11.0,1,3,22,1.00682,-16.5712
3768,台南MT2,11.0,1,3,22,1.00668,-16.5335
3769,台南MT3,11.0,1,3,22,1.00656,-16.5857
3791,岡山H,161.0,1,3,23,1.00379,-10.826
3792,岡山L,69.0,2,3,23,1.00712,-11.9682
3793,岡山D,23.9,1,3,23,1.00024,-13.5675
3796,岡山MT1,11.0,1,3,23,1.00721,-12.0622
3797,岡山MT2,11.0,1,3,23,1.00706,-12.0735
3798,岡山MT3,11.0,1,3,23,1.00709,-12.064
3799,岡山MT4,11.0,1,3,23,1.00711,-12.0594
3811,社武H,161.0,1,3,25,1.00839,-16.8659
3812,社武L,69.0,2,3,25,0.99806,-18.4296
3813,社武D,23.9,1,3,25,1.00628,-21.3759
3817,社武MT1,11.0,1,3,25,0.99757,-18.5548
3818,社武MT2,11.0,1,3,25,0.99743,-18.5829
3819,社武MT3,11.0,4,3,25,1.0,0.0
3881,林園H,161.0,1,3,33,1.01668,-11.1594
3882,林園L,69.0,2,3,33,1.00093,-13.7241
3888,林園MT1,11.0,1,3,33,0.99987,-14.0313
3889,林園MT2,11.0,1,3,33,1.00033,-13.9414
3890,林園MT3,11.0,1,3,33,1.00019,-13.9545
3891,南工乙H,161.0,1,3,33,1.00654,-13.7446
3892,南工乙L,69.0,2,3,33,1.00437,-16.9906
3896,南工乙MT1,11.0,4,3,33,1.0,0.0
3897,南工乙MT2,11.0,1,3,33,1.00378,-17.3046
3898,南工乙MT3,11.0,1,3,33,1.00381,-17.3205
3899,南工乙MT4,11.0,1,3,33,1.004,-17.3231
3901,南工甲H,161.0,1,3,33,1.00535,-13.0278
3903,南工甲D,23.9,1,3,33,0.9997,-16.7758
3921,墾丁H,161.0,1,3,36,1.01339,-10.326
3922,墾丁L,69.0,2,3,36,0.99421,-9.9012
3923,墾丁D,23.9,1,3,36,0.99913,-10.9433
3926,墾丁MT1,11.0,1,3,36,0.99457,-9.8581
3931,屏東H,161.0,1,3,36,1.00633,-10.4833
3932,屏東L,69.0,2,3,36,1.00118,-10.3739
3933,屏東D,23.9,1,3,36,1.00633,-10.4833
3936,屏東MT1,11.0,1,3,36,1.00073,-10.3677
3938,屏東MT3,11.0,1,3,36,1.00079,-10.3686
3939,屏東MT4,11.0,1,3,36,1.00082,-10.3688
3941,楓港H,161.0,1,3,36,1.00932,-10.3502
3942,楓港L,69.0,2,3,36,1.00241,-9.8031
3948,楓港MT1,11.0,1,3,36,1.00357,-9.7548
3949,楓港MT2,11.0,1,3,36,1.00095,-9.7723
3951,花蓮H,161.0,1,4,37,1.00021,-14.3838
3952,花蓮L,69.0,2,4,37,1.00544,-16.1055
3953,花蓮D,23.9,1,4,37,1.00386,-18.4982
3957,花蓮MT1,11.0,1,4,37,1.00525,-16.2644
3958,花蓮MT2,11.0,1,4,37,1.00529,-16.2374
3959,花蓮MT3,11.0,1,4,37,1.00536,-16.2224
3971,台東H,161.0,1,4,37,1.00452,-11.8088
3972,台東L,69.0,2,4,37,0.99808,-11.2396
3973,台東D,23.9,1,4,37,1.00139,-12.8842
3977,台東MT2,11.0,1,4,37,0.99834,-11.2016
3978,台東MT3,11.0,1,4,37,0.99834,-11.2016
3979,台東MT4,11.0,1,4,37,0.99845,-11.1897
4001,和仁H,161.0,1,1,1,1.00897,-32.1241
