psse_bus_i,bus_name,base_kv,ide,pp_bus_idx
8372,¤¤¿n¤@C,161.0,1,1373
8373,¤¤¿n¤GC,161.0,1,1374
8374,¤é±¶C,161.0,1,1375
8375,¤¤¿n¤TC,161.0,1,1376
8376,¤¤¿n¤»C,161.0,1,1377
8377,¤j¥ß¤CC,161.0,1,1378
8378,¤j¥ß¤EC,161.0,1,1379
8379,±d¹ç¤@C,161.0,1,1380
8380,¤Í¹F¤CC,161.0,1,1381
8381,µØ¤Q¤GC,161.0,1,1382
8382,ªk²GªÅC,161.0,1,1383
8383,¤¤¿n«ÊC,161.0,1,1384
8400,·Ñ³õH,161.0,1,1385
8401,¤¤¬ü©MC,161.0,1,1386
8402,·Ñ³õL,6.9,1,1387
8403,¤¤®ðC,161.0,1,1388
8404,¤¤ÁpC,161.0,1,1389
8405,¥xªÎC,161.0,1,1390
8406,ÂÅ®üC,161.0,1,1391
8407,µØ·s¤@C,161.0,1,1392
8408,¥Ã«aC,161.0,1,1393
8409,¨ÈªFC,161.0,1,1394
8410,¤¤®ð¤TC,161.0,1,1395
8420,¯S³\C,161.0,1,1396
8427,¥x³ÀC,161.0,1,1397
8431,Ä_¼wC,161.0,1,1398
8440,¼yªYªYC,161.0,1,1399
8445,ª¿¹üC,161.0,1,1400
8446,ª¿¹ü¤TC,161.0,1,1401
8450,ª¿¹ü¤GC,161.0,1,1402
8491,ª¿ªê¤@C,161.0,1,1403
8492,·s°ªC,161.0,1,1404
8493,´I³ìC,161.0,1,1405
8494,¶³°ªC,161.0,1,1406
8495,¦°µv¤lC,161.0,1,1407
8496,¦°µv¤GC,161.0,1,1408
8497,ºa¯SC,161.0,1,1409
8501,µØ¥dC,161.0,1,1410
8503,«Â­PC,161.0,1,1411
8507,©x¥Ð¿ûC,161.0,1,1412
8512,¹Å¿n¤GC,161.0,1,1413
8526,±d¹çC,161.0,1,1414
8528,¤TºÖ¬ìC,161.0,1,1415
8529,¤TºÖ5C,161.0,1,1416
8530,¤TºÖ6C,161.0,1,1417
8531,«n¿n¤@C,161.0,1,1418
8532,«n¿n¤GC,161.0,1,1419
8533,«n¿n¤TC,161.0,1,1420
8534,«n¿n¥|C,161.0,1,1421
8535,«n¿n¤­C,161.0,1,1422
8536,«n¿n¤»C,161.0,1,1423
8537,«n¿n¤CC,161.0,1,1424
8539,¥Yª©C,161.0,1,1425
8540,²Î¹êC,161.0,1,1426
8541,¿n¤»C,161.0,1,1427
8542,Áp¹q¤GC,161.0,1,1428
8543,Áp¹q¤TC,161.0,1,1429
8544,«n¿n¤KC,161.0,1,1430
8545,Áp¹q¤­C,161.0,1,1431
8546,«n¿n¤EC,161.0,1,1432
8549,¿n¤Q¥|C,161.0,1,1433
8551,Áp®ðC,161.0,1,1434
8552,©_´¹¤@C,161.0,1,1435
8553,©_´¹¤GC,161.0,1,1436
8554,¿nE¤­C,161.0,1,1437
8555,¿nP3C,161.0,1,1438
8556,Ãv¦t¤TC,161.0,1,1439
8557,¿nE¤CC,161.0,1,1440
8558,©_´¹¥|C,161.0,1,1441
8559,©MøÊC,161.0,1,1442
8560,êMÁpC,161.0,1,1443
8561,¦wÃvC,161.0,1,1444
8562,©MøÊ¤GC,161.0,1,1445
8567,¿nE¤KC,161.0,1,1446
8569,ÂE¼öC,161.0,1,1447
8570,¸Î¸ôC,161.0,1,1448
8572,ÄP¹©C,161.0,1,1449
8573,µØ°ª¤@C,161.0,1,1450
8575,©_´¹¤­C,161.0,1,1451
8576,©_¬ü¤KC,161.0,1,1452
8577,©_´¹¤CC,161.0,1,1453
8578,©_´¹¤»C,161.0,1,1454
8580,©£°ªC,161.0,1,1455
8582,¿nE¤»C,161.0,1,1456
8583,¿nC2C,161.0,1,1457
8601,ªx³ìC,161.0,1,1458
8614,¥ª°ªC,161.0,1,1459
8616,¶¯¿n¤@C,161.0,1,1460
8617,¶¯¿n¤GC,161.0,1,1461
8618,¤TºÖ7C,161.0,1,1462
8619,¶¯¿n¤TC,161.0,1,1463
8621,±¶¤­C,161.0,1,1464
8622,²Î¥¿C,161.0,1,1465
8623,¤ë¥úC,161.0,1,1466
8624,¨È·£C,161.0,1,1467
8640,±¶¤@C,161.0,1,1468
8704,Às¼yC,161.0,1,1469
8708,­ðºaC,161.0,1,1470
8713,±¶¤TC,161.0,1,1471
8717,°ª©úC,161.0,1,1472
8718,´ä½X¤@C,161.0,1,1473
8719,´ä½X¤GC,161.0,1,1474
8720,µØ·s´äC,161.0,1,1475
8729,®ü¥úC,161.0,1,1476
8730,¤¤¾TC,161.0,1,1477
8770,¤j¥ß¥|C,161.0,1,1478
8905,ÅK¥ÉC,161.0,1,1479
8906,ÅKªZC,161.0,1,1480
9100,®ü´òH,161.0,1,1481
9110,·s®çH,161.0,1,1482
9120,©M¥­E,345.0,1,1483
9160,°ê¥úE,345.0,1,1484
9230,¬P¤¸H,161.0,1,1485
9240,¬P¹üH,161.0,1,1486
9300,³Á¼dE,345.0,1,1487
9320,¹Å´fH1,161.0,1,1488
9330,¹Å´fH2,161.0,1,1489
9340,Â×¼wH,161.0,1,1490
9350,Â×¼w¤G´ÁH,161.0,1,1491
9500,¥xÀsCG,161.0,1,1492
9505,§QµICG,161.0,1,1493
9610,«n¨ÈCG,161.0,1,1494
9612,µØ¨ÈCG,161.0,1,1495
9615,ÀA¿³CG,161.0,1,1496
9720,¤¤ÀsCG,161.0,1,1497
9740,¥x¤ÆCG,161.0,1,1498
9760,¶ì¤ÆE,345.0,1,1499
9771,¶ì¤Æ2A_E#A,345.0,1,1500
9772,¶ì¤Æ2A-E #B,345.0,1,1501
9800,¥x¹ÅCG,161.0,1,1502
9820,©_¬ü¹êCG,161.0,1,1503
9823,¥Ã¸êCG,161.0,1,1504
9860,¶ì¤¯CG,161.0,1,1505
9872,©£¸êCG,161.0,2,1506
9900,¶ì¶éCG,161.0,1,1507
9902,¤¤¶éCG,161.0,1,1508
9904,©W¸êCG,161.0,1,1509
9906,ªo°ªCG,161.0,1,1510
9910,¿û¤@CG,161.0,1,1511
9922,¿û¤GCG,161.0,1,1512
9925,¿û·sCG,161.0,1,1513
9932,¿û¤TCG,161.0,1,1514
9936,¿û¥|CG,161.0,1,1515
10513,¤¤¤õ­·D,23.9,2,1516
10652,³q¾]¥Ò­·L,69.0,2,1517
13142,¤K°ô­·L,69.0,2,1518
13352,Æ[­µ­·#2L,69.0,2,1519
13372,±ö´ò­·#1L,69.0,2,1520
13422,«n´ò­·L,69.0,2,1521
13532,¤¤²M­·L,69.0,2,1522
13694,°¨¤½­·L,69.0,2,1523
13702,¥_´ä­·L,69.0,2,1524
13923,¾Á¤B­·D,23.9,2,1525
15024,¤s¨Î­·D,23.9,2,1526
20233,ªL¤f¥úD2,23.9,2,1527
20513,¤¤¤õ¥úD1,23.9,2,1528
20652,³q¾]¥Ò¥úL,69.0,2,1529
20805,¤Ñ½ü¥úD,13.8,2,1530
20822,¨¦Ãö¥úD,1.0,2,1531
20834,«C¤s¥úD,13.8,2,1532
20844,¼w°ò¥úD,23.9,2,1533
20853,¹d¤u¥úD,23.9,2,1534
20872,¸U¤j¥úL,69.0,2,1535
20883,¨ôÄõ¥úD,23.9,2,1536
21085,¿³¹F¥úD,4.2,2,1537
21123,¤jªL¤þ¥úD,23.9,2,1538
21583,¥P´ç¥úD1,23.9,2,1539
21593,¥P´ç¥úD2,23.9,2,1540
21663,²`¬ü¥úD2,23.9,2,1541
21752,³»´ò¥úL,69.0,2,1542
22003,®o¬Ü¥úD,23.9,2,1543
22032,¦Ë¤u¥úD1,23.9,2,1544
22042,¦Ë¤u¥úD2,23.9,2,1545
22133,¦Z¨½ªF¥úD,23.9,2,1546
22143,¦Z¨½¦è¥úD,23.9,2,1547
22162,¤¤´ä¥úL,69.0,2,1548
22173,¤¤¬ì¥úD1,23.9,2,1549
22183,¤¤¬ì¥úD2,23.9,2,1550
22202,Ãú®p¥úL,69.0,2,1551
22303,¹üÀØ¥úD,23.9,2,1552
22322,¹üªL¥úL1,69.0,2,1553
22332,¹üªL¥úL2,69.0,2,1554
22353,¥þ¿³¥úD,23.9,2,1555
22402,«n§ë¥úL,69.0,2,1556
22603,«n¬ìªF¥úD,23.9,2,1557
22613,«n¬ì¦è¥úD,23.9,2,1558
22672,¸ô¥_¥úL,69.0,2,1559
22753,¤¯ªZ¥úD1,23.9,2,1560
22763,¤¯ªZ¥úD2,23.9,2,1561
22802,°ª¶¯¥úL1,69.0,2,1562
22812,°ª¶¯¥úL2,69.0,2,1563
22853,¤­¥Ò¥úD1,23.9,2,1564
22862,¤­¥Ò¥úL2,69.0,2,1565
22902,°ª´ä¥Ò¥úL,69.0,2,1566
22923,°ª´ä¤þ¥úD,23.9,2,1567
22932,Äj¤O¥úL1,69.0,2,1568
22952,¤jÄP¥úL1,69.0,2,1569
23002,»ñªL¥úL,69.0,2,1570
23102,Ã¹ªF¥úL,69.0,2,1571
23122,ªQ¤s¥úL,69.0,2,1572
23132,«n´ä¥úL,69.0,2,1573
23142,¤K°ô¥úL,69.0,2,1574
23162,¶§©ú¥úL,69.0,2,1575
23182,ªO¾ô¥úL,69.0,2,1576
23222,¥x¥_¥úL,69.0,2,1577
23232,¤j¦P¥úL,69.0,2,1578
23242,Äª¬w¥úL,69.0,2,1579
23282,ªFªL¥úL,69.0,2,1580
23292,Äª¦Ë¥úL,69.0,2,1581
23302,¾ð¼w¥úL,69.0,2,1582
23322,¤¤Ãc¥úL,69.0,2,1583
23342,Æ[­µ¥ú#1L,69.0,2,1584
23352,Æ[­µ¥ú#2L,69.0,2,1585
23362,ªQ¾ð¥ú#1L,69.0,2,1586
23364,ªQ¾ð¥ú#2L,69.0,2,1587
23372,±ö´ò¥ú#1L,69.0,2,1588
23374,±ö´ò¥ú#2L,69.0,2,1589
23392,·s¦Ë¥ú#1L,69.0,2,1590
23394,·s¦Ë¥ú#2L,69.0,2,1591
23412,­]®ß¥úL,69.0,2,1592
23422,«n´ò¥úL,69.0,2,1593
23442,Às¨q¥úL,69.0,2,1594
23452,¯Î¤l¥úL,69.0,2,1595
23462,»É¤¤¥úL,69.0,2,1596
23472,ÀY¥÷¥úL,69.0,2,1597
23482,®H¨½¥úL,69.0,2,1598
23522,¤¤¥«¥úL,69.0,2,1599
23532,¤¤²M¥úL,69.0,2,1600
23552,¹ü¤Æ¥úL,69.0,2,1601
23662,¶³ªL¥úL,69.0,2,1602
23672,¹Å¸q¥úL,69.0,2,1603
23682,·sÀç¥úL,69.0,2,1604
23694,°¨¤½¥úL,69.0,2,1605
23702,¥_´ä¥úL,69.0,2,1606
23722,¤s¤W¥úL,69.0,2,1607
23732,¦w«n¥úL,69.0,2,1608
23762,¥x«n¥úL,69.0,2,1609
23792,©£¤s¥úL,69.0,2,1610
23812,ªÀªZ¥úL,69.0,2,1611
23882,ªL¶é¥úL,69.0,2,1612
23892,«n¤u¤A¥úL,69.0,2,1613
23922,¾Á¤B¥úL,69.0,2,1614
23932,«ÌªF¥úL,69.0,2,1615
23942,·¬´ä¥úL,69.0,2,1616
23952,ªá½¬¥úL,69.0,2,1617
23972,¥xªF¥úL,69.0,2,1618
24002,©M¤¯¥úD,23.9,2,1619
24012,§Q¿A¥úD,23.9,2,1620
24016,Ä¬ªF¥úD,23.9,2,1621
24026,­û¤s¥úD,23.9,2,1622
24028,©y¥«¥úD,23.9,2,1623
24030,©y©²¥úD,23.9,2,1624
24048,¼s¦w¥úD,23.9,2,1625
24108,¦è´ò¥úD,23.9,2,1626
24110,¥ÁÅv¥úD,23.9,2,1627
24112,¤K³s¥úD,23.9,2,1628
24114,¥_¸ê¥úD,23.9,2,1629
24116,­XÐ¤¥úD,23.9,2,1630
24118,©WªL¥úD,23.9,2,1631
24128,¿D©³¥úD,23.9,2,1632
24140,¥ú©ú¥úD,23.9,2,1633
24144,¶g¬ü¥úD,23.9,2,1634
24148,¾ôªF¥úD,23.9,2,1635
24162,¨F±[¥úD,23.9,2,1636
24204,¤jª½¥úD,23.9,2,1637
24208,¦ÊÄÖ¥úD,23.9,2,1638
24214,Äõ¶®¥úD,23.9,2,1639
24256,¥Á¥Í¥úD,23.9,2,1640
24258,ºa¬P¥úD,23.9,2,1641
24260,ªQ¦¿¥úD,23.9,2,1642
24264,ªø¬K¥úD,23.9,2,1643
24266,´°¤Æ¥úD,23.9,2,1644
24270,°ò«H¥úD,23.9,2,1645
24276,¤¤±[¥úD,23.9,2,1646
24302,±`¼w¥úD,23.9,2,1647
24306,µØ³±¥úD,23.9,2,1648
24308,«Ø°ê¥úD,23.9,2,1649
24310,ªêªL¥úD,23.9,2,1650
24314,ºÖ©M¥úD2,23.9,2,1651
24352,¤¤¥¿¥úD,23.9,2,1652
24354,«C¦~¥úD,23.9,2,1653
24358,«n®ü¥úD,23.9,2,1654
24360,¦¨³£¥úD,23.9,2,1655
24362,«°¤¤¥úD,23.9,2,1656
24402,ª×Às¥úD,23.9,2,1657
24404,¨q®Ô¥úD,23.9,2,1658
24410,¤T±i¥úD,23.9,2,1659
24412,¤jÂ×¥úD,23.9,2,1660
24426,¥@¶T¥úD,23.9,2,1661
24438,¤C±i¥úD,23.9,2,1662
24506,¤Æ¦¨¥úD,23.9,2,1663
24508,¤G­«¥úD,23.9,2,1664
24514,­«·s¥úD,23.9,2,1665
24528,ÀY«e¥úD,23.9,2,1666
24552,³»®H¥úD1,23.9,2,1667
24554,³»®H¥úD2,23.9,2,1668
24558,«H«n¥úD,23.9,2,1669
24560,¦w±d¥úD,23.9,2,1670
24564,¬a¶é¥úD,23.9,2,1671
24568,·s¥Á¥úD,23.9,2,1672
24574,´º¬P¥úD,23.9,2,1673
24576,ªÀ¦Z¥úD,23.9,2,1674
24584,¶©®¦¥úD,23.9,2,1675
24602,ªL¤¤¥úD,23.9,2,1676
24604,©W³»¥úD,23.9,2,1677
24608,°jÀs¥úD,23.9,2,1678
24612,«n®r¥úD,23.9,2,1679
24614,§»¦w¥úD,23.9,2,1680
24618,¿³¬Ã¥úD,23.9,2,1681
24626,ªO«°¥úD,23.9,2,1682
24628,ºÖÀç¥úD,23.9,2,1683
24630,¾ðªL¥úD,23.9,2,1684
24636,¼Öµ½¥úD,23.9,2,1685
24638,®õ¤s¥úD,23.9,2,1686
24640,ªø¦w¥úD,23.9,2,1687
24650,«n¿³¥úD,23.9,2,1688
24652,ºÖ®ü¥úD,23.9,2,1689
24702,¤¤¤j¥úD,23.9,2,1690
24704,¿³°ê¥úD,23.9,2,1691
24706,§º«Î¥úD,23.9,2,1692
24710,¤­Åv¥úD,23.9,2,1693
24712,¤¤­ì¥úD,23.9,2,1694
24714,¦Û¥ß¥úD,23.9,2,1695
24716,©¾ºÖ¥úD,23.9,2,1696
24752,´I©£¥úD,23.9,2,1697
24754,ºa¦¨¥úD,23.9,2,1698
24756,¥Õ¥É¥úD,23.9,2,1699
24758,¶í§À¥úD,23.9,2,1700
24760,«O¥Í¥úD,23.9,2,1701
24764,ªøµo¥úD,23.9,2,1702
24802,ªFªÀ¥úD,23.9,2,1703
24806,¸t«F¥úD,23.9,2,1704
24812,°ª´­¥úD,23.9,2,1705
24814,·ç·½¥úD,23.9,2,1706
24816,·s¤u¥úD,23.9,2,1707
24818,·¨±ö¥úD,23.9,2,1708
24820,ÀsÅã¥úD,23.9,2,1709
24822,´ò¥_¥úD,23.9,2,1710
24824,¤¤Â×¥úD,23.9,2,1711
24840,·s±[¥úD,23.9,2,1712
24902,«C·Ë¥úD,23.9,2,1713
24904,¤¶¹Ø¥úD,23.9,2,1714
24908,ªZ³®¥úD,23.9,2,1715
24910,®ç¶é¥úD,23.9,2,1716
24922,»ñ»ï¥úD,23.9,2,1717
24990,¤½¶é¥úD,23.9,2,1718
24992,¹ÒºÖ¥úD,23.9,2,1719
24994,¼æ«á¥úD,23.9,2,1720
24996,¤»®a¥úD,23.9,2,1721
24998,·sÂ×¥úD,23.9,2,1722
25000,¹i¤f¥úD,23.9,2,1723
25004,Às±ö¥úD,23.9,2,1724
25006,Às¤s¥úD,23.9,2,1725
25014,Àç½L¥úD,23.9,2,1726
25018,ÀsªQ¥úD,23.9,2,1727
25022,³»¶é¥úD,23.9,2,1728
25024,¤s¨Î¥úD,23.9,2,1729
25026,ÂÏ®ç¥úD,23.9,2,1730
25028,©Ð¸Ì¥úD,23.9,2,1731
25056,´Â¤s¥úD,23.9,2,1732
25080,¿}¬ì¥úD,23.9,2,1733
25092,Às©ú¥úD,23.9,2,1734
25098,¾ð¤U¥úD,23.9,2,1735
25108,¼Ì¾ð¥úD,23.9,2,1736
25502,¼æ«n¥úD,23.9,2,1737
25504,¤å¤ß¥úD,23.9,2,1738
25506,Â×­ì¥úD1,23.9,2,1739
25522,¤j¶®¥úD,23.9,2,1740
25524,¼æÄ_¥úD,23.9,2,1741
25526,¤W«°¥úD,23.9,2,1742
25530,·sªÀ¥úD,23.9,2,1743
25538,©÷¥­¥úD,23.9,2,1744
25542,Â×¬w¥úD,23.9,2,1745
25546,¤¤¨F¥úD,23.9,2,1746
25602,¶î«°¥úD,23.9,2,1747
25604,¤Q¥Ò¥úD,23.9,2,1748
25606,«Ø¥­¥úD,23.9,2,1749
25610,°·¥Á¥úD2,23.9,2,1750
25612,­XÓy¥úD,23.9,2,1751
25616,¤¤µØ¥úD,23.9,2,1752
25618,¤j§|¥úD,23.9,2,1753
25626,¤ôÙõ¥úD,23.9,2,1754
25628,¤Ó¥­¥úD,23.9,2,1755
25638,¥_¬h¥úD,23.9,2,1756
25644,¤¤¦è¥úD,23.9,2,1757
25648,¤E®p¥úD,23.9,2,1758
25652,¾¤©ú¥úD,23.9,2,1759
25654,°ê¦w¥úD,23.9,2,1760
25656,¤u¥Ò¥úD,23.9,2,1761
25658,¤u¤A¥úD,23.9,2,1762
25660,©ú¨q¥úD,23.9,2,1763
25664,©¾©ú¥úD,23.9,2,1764
25666,­^¤~¥úD,23.9,2,1765
25668,Â×¼Ö¥úD,23.9,2,1766
25670,¯Q¤é¥úD,23.9,2,1767
25672,«n¤Ù¥úD,23.9,2,1768
25682,¥~®H¥úD,23.9,2,1769
25684,´ä¤u¥úD,23.9,2,1770
25686,¾÷¬ì¥úD,23.9,2,1771
25694,¾Ç¥Ð¥úD,23.9,2,1772
25778,¯è¤Ó¥úD,23.9,2,1773
25788,¼w¸q¥úD,23.9,2,1774
25790,®ü§À¥úD,23.9,2,1775
25802,½u¦è¥úD,23.9,2,1776
25810,³ÀªF¥úD,23.9,2,1777
25812,³À¦è¥úD,23.9,2,1778
25818,º~Ä_¥úD,23.9,2,1779
25820,¯ó´ä¥úD,23.9,2,1780
25842,¤j«°¥úD,23.9,2,1781
25852,¹ü·s¥úD,23.9,2,1782
25854,¤jÁø¥úD,23.9,2,1783
25856,ºÖ¿³¥úD,23.9,2,1784
25864,¹ü¦Ë¥úD,23.9,2,1785
25902,­ûªL¥úD,23.9,2,1786
25904,ªá¾Â¥úD,23.9,2,1787
25906,­ûªF¥úD,23.9,2,1788
25910,¥Ð¤¤¥úD,23.9,2,1789
25914,ÂÅ«°¥úD,23.9,2,1790
25916,§ë¤¤¥úD,23.9,2,1791
25942,¥x¦è¥úD,23.9,2,1792
25944,¥|´ò¥úD,23.9,2,1793
25948,©y±ï¥úD,23.9,2,1794
25956,¤UÀç¥úD,23.9,2,1795
25958,¥_ªù¥úD,23.9,2,1796
25976,¤ÓÅK¥úD,23.9,2,1797
25978,¸q¦Ë¥úD,23.9,2,1798
25980,ªêµ×¥úD,23.9,2,1799
25984,ªê¬ì¥úD,23.9,2,1800
25996,¤æ¤»¥úD,23.9,2,1801
25998,ºh¤¤¥úD,23.9,2,1802
26004,¥_¦^¥úD,23.9,2,1803
26010,¤æ¤u¥úD,23.9,2,1804
26012,¥_¶Õ¥úD,23.9,2,1805
26018,¬hÀç¥úD,23.9,2,1806
26024,¤¯·R¥úD,23.9,2,1807
26034,¤æ«n¥úD,23.9,2,1808
26040,ÁR·}¥úD,23.9,2,1809
26044,¤ý¦æ¥úD,23.9,2,1810
26056,¤p¥_¥úD,23.9,2,1811
26060,ÆQ¦æ¥úD,23.9,2,1812
26064,·s¤Æ¥úD,23.9,2,1813
26068,©²«°¥úD,23.9,2,1814
26072,©M¶¶¥úD,23.9,2,1815
26074,¤T¦Ë¥úD,23.9,2,1816
26076,Â×µØ¥úD,23.9,2,1817
26080,©¾§µ¥úD,23.9,2,1818
26084,«nÀØ¥úD,23.9,2,1819
26086,³À¦Õ¥úD,23.9,2,1820
26096,¹D·Ý¥úD1,23.9,2,1821
26098,¹D·Ý¥úD2,23.9,2,1822
26106,¤¯¼w¥úD,23.9,2,1823
26108,©µ¥­¥úD,23.9,2,1824
26110,¸Î¹A¥úD,23.9,2,1825
26112,«O©w¥úD,23.9,2,1826
26116,¹Å®p¥úD,23.9,2,1827
26120,¥_À­¥úD,23.9,2,1828
26126,¤G¥Ò¥úD,23.9,2,1829
26128,©£¤u¥úD,23.9,2,1830
26130,¦ËÀ­¥úD,23.9,2,1831
26140,¸ô¶é¥úD,23.9,2,1832
26162,·£±ê¥úD,23.9,2,1833
26164,·£ºX¥úD,23.9,2,1834
26166,¥[©÷¥úD,23.9,2,1835
26170,«á«l¥úD,23.9,2,1836
26204,¥_Àç¥úD,23.9,2,1837
26208,«Ì¤s¥úD,23.9,2,1838
26218,¬ü¤s¥úD,23.9,2,1839
26220,»ñ¤s¥úD,23.9,2,1840
26224,ºX¤s¥úD,23.9,2,1841
26228,¤E¦±¥úD,23.9,2,1842
26234,ªÀÆW¥úD,23.9,2,1843
26236,¥KÂ×¥úD,23.9,2,1844
26302,Às¤l¥úD,23.9,2,1845
26306,¦P·ù¥úD,23.9,2,1846
26310,¤º±©¥úD,23.9,2,1847
26312,¤T¥Á¥úD,23.9,2,1848
26318,¦è¥Ò¥úD,23.9,2,1849
26320,Âí¥_¥úD,23.9,2,1850
26322,¤¤®q¥úD,23.9,2,1851
26330,¤¤¥[¥úD,23.9,2,1852
26354,³Í±Û¥úD,23.9,2,1853
26362,¥|ºû¥úD,23.9,2,1854
26368,Á{®ü¥úD,23.9,2,1855
26370,¶Q¶§¥úD,23.9,2,1856
26372,¸g¶T¥úD,23.9,2,1857
26408,¹L°ñ¥úD,23.9,2,1858
26410,»ñ¹A¥úD,23.9,2,1859
26452,¦è«Ì¥úD,23.9,2,1860
26456,«n«Ì¥úD,23.9,2,1861
26458,¹A¤@¥úD,23.9,2,1862
26512,¼éªF¥úD,23.9,2,1863
26514,ªF´ä¥úD,23.9,2,1864
26516,¨Î·½¥úD,23.9,2,1865
26522,¥[¤@¥úD,23.9,2,1866
27002,ª¾¥»¥úD,23.9,2,1867
27004,¤jªZ¥úD,23.9,2,1868
27006,ªF¦¨¥úD,23.9,2,1869
27012,³Ó¦w¥úD,23.9,2,1870
27014,¦À¤W¥úD,23.9,2,1871
27020,¥É¨½¥úD,23.9,2,1872
27022,Â×¨½¥úD,23.9,2,1873
27024,³À³¥¥úD,23.9,2,1874
27030,°¨Äõ¥úD,23.9,2,1875
27032,¹ØÂ×¥úD,23.9,2,1876
32100,®ü¬vÂ÷­·H,161.0,1,1877
32130,®ü¯àÂ÷­·H,161.0,1,1878
32160,¤jÂ÷­·H,161.0,1,1879
32190,¨U¤@Â÷­·H1,161.0,1,1880
32191,¨U¤@Â÷­·H2,161.0,1,1881
32220,¨U¤GÂ÷­·H,161.0,1,1882
32250,ªÚ¤@Â÷­·H,161.0,1,1883
32280,ªÚ¤GÂ÷­·H1,161.0,1,1884
32281,ªÚ¤GÂ÷­·H2,161.0,1,1885
32310,®üÀs¤GA­·H,161.0,1,1886
32340,¤¤¯à­·H1,161.0,1,1887
32341,¤¤¯à­·H2,161.0,1,1888
32370,®üÀs¤GB­·H,161.0,1,1889
32400,®üÀs¤TA­·H,161.0,1,1890
32412,®üÀs¤TB­·H,161.0,1,1891
32430,¹ü®ü­·H,161.0,1,1892
32460,¨U«n­·E,345.0,1,1893
32490,¨U¥|­·E1,345.0,1,1894
32491,¨U¥|­·E2,345.0,1,1895
37200,¤¹¦èÂ÷­·H,161.0,1,1896
37230,¤¹´òÂ÷­·H,161.0,1,1897
40000,ªL¤f­·H,161.0,1,1898
40030,¤j¼æ­·H,161.0,1,1899
40060,Æ[«Â­·H,161.0,1,1900
40090,¹ü«~­·H,161.0,1,1901
41530,¹ü­·¤@H,161.0,1,1902
41560,¹ü­·¤GH,161.0,1,1903
41590,¹ü­^­·H,161.0,1,1904
41620,³À­^­·H,161.0,1,1905
41650,¤ý¥\­·H,161.0,1,1906
41680,­]­^­·H,161.0,1,1907
41710,ªF¹q­·H,161.0,1,1908
41740,­»­·H,161.0,1,1909
45400,´ò­·H,161.0,1,1910
45430,³Ðºû­·H,161.0,1,1911
50500,¹ü¥úH,161.0,1,1912
50520,±[§À¥úH,161.0,1,1913
50530,ÁpµØ¥úH,161.0,1,1914
50540,¥Ã³ó¥úH,161.0,1,1915
50560,¬P±[¥úH,161.0,1,1916
53500,«nÆQ¥úH,161.0,1,1917
53520,¤ÑÁO¥úH,161.0,1,1918
53530,¤Ñ­^¥úH,161.0,1,1919
53540,¤Ñ½Ä¥úH,161.0,1,1920
53560,¬P´Q¥úH,161.0,1,1921
53570,¬P¤G¥úH,161.0,1,1922
53580,·s©M¥úH,161.0,1,1923
53600,ºÓ¤O¥úH,161.0,1,1924
53620,¦V¶§¦@¥ÎH,161.0,1,1925
53640,¥Í§Q¥úH,161.0,1,1926
53660,Ä_¿³¥úH,161.0,1,1927
53680,§Ó¥ú¥úH,161.0,1,1928
53700,®õ·½¥úH,161.0,1,1929
53720,§Ê©M¥úH,161.0,1,1930
53740,¬PªÑ¥úH,161.0,1,1931
53800,©M¤s¥úH,161.0,1,1932
53820,¬RÎë¥ú,161.0,1,1933
53840,¥­¸Û¥úH,161.0,1,1934
53860,¹Å­ì¥úH,161.0,1,1935
53900,®f®p¥úH,161.0,1,1936
53920,¶×·ù¥úH,161.0,1,1937
53940,¾È¦t¥úH,161.0,1,1938
53960,¹Å©M¥úH,161.0,1,1939
53980,§µ´¼¥úH,161.0,1,1940
60000,¦w«nÀxESSH,161.0,1,1941
60020,¹ØÂ×ÀxESSH,161.0,1,1942
60040,´I«ÂÀxESSH,161.0,1,1943
60060,¥x½¬ÀxESSH,161.0,1,1944
60080,¶³§QÀxESSH1,161.0,1,1945
60085,¶³§QÀxESSH2,161.0,1,1946
60120,¶×¦°ÀxESSH,161.0,1,1947
60180,¥V¤sÀxESS,23.9,2,1948
60200,Às¼æÀxESS,23.9,2,1949
62500,´¼¿\ÀxESSH,161.0,1,1950
65000,¸ô¶éESS,23.9,2,1951
65040,¶×»EÀxESSH,161.0,1,1952
65080,¤T³°ÀxESSH,161.0,1,1953
65100,¬P¼wÀxESSH,161.0,1,1954
65120,¦°ª@¤@ÀxESSH,161.0,1,1955
65140,¥x³ÐÀxESSH,161.0,1,1956
65200,©þ¤ÉÀxESSH,161.0,1,1957
67500,©þ¾§ÀxESSH,161.0,1,1958
67520,»E©ôÀxESSH,161.0,1,1959
70000,ºa¹©H,161.0,1,1960
90530,B¤¤¤õ#9,345.0,1,1961
90540,B¤¤¤õ#10,345.0,1,1962
91851,B¤j¼æ¥ÒGT1,161.0,1,1963
91852,B¤j¼æ¥ÒGT23,161.0,1,1964
91853,B¤j¼æ¥ÒST1,161.0,1,1965
91861,B¤j¼æ¤AGT1,161.0,1,1966
91862,B¤j¼æ¤AGT23,161.0,1,1967
91863,B¤j¼æ¤AST2,161.0,1,1968
95200,«n¬ìSTATCOM,29.9,1,1969
